,FIPS,ML,County,State,Prediction
1669,25007,,Dukes,Massachusetts,0
1670,25019,,Nantucket,Massachusetts,0
1671,26001,,Alcona,Michigan,0
1672,26003,,Alger,Michigan,0
1673,26009,,Antrim,Michigan,0
1674,26011,,Arenac,Michigan,6
1675,26013,,Baraga,Michigan,0
1676,26015,,Barry,Michigan,9
1677,26019,,Benzie,Michigan,1
1678,26023,,Branch,Michigan,26
1679,26027,,Cass,Michigan,7
1680,26029,,Charlevoix,Michigan,1
1681,26031,,Cheboygan,Michigan,4
1682,26033,,Chippewa,Michigan,0
1683,26035,,Clare,Michigan,0
1684,26039,,Crawford,Michigan,16
1685,26041,,Delta,Michigan,2
1686,26043,,Dickinson,Michigan,0
1687,26047,,Emmet,Michigan,0
1688,26051,,Gladwin,Michigan,3
1689,26053,,Gogebic,Michigan,0
1690,26055,,Grand Traverse,Michigan,0
1691,26057,,Gratiot,Michigan,3
1692,26061,,Houghton,Michigan,0
1693,26063,,Huron,Michigan,4
1694,26071,,Iron,Michigan,0
1695,26073,,Isabella,Michigan,11
1696,26079,,Kalkaska,Michigan,0
1697,26083,,Keweenaw,Michigan,0
1698,26085,,Lake,Michigan,0
1699,26089,,Leelanau,Michigan,1
1700,26091,,Lenawee,Michigan,19
1701,26095,,Luce,Michigan,0
1702,26097,,Mackinac,Michigan,1
1703,26101,,Manistee,Michigan,0
1704,26103,,Marquette,Michigan,10
1705,26105,,Mason,Michigan,15
1706,26107,,Mecosta,Michigan,0
1707,26109,,Menominee,Michigan,4
1708,26111,,Midland,Michigan,12
1709,26113,,Missaukee,Michigan,4
1710,26117,,Montcalm,Michigan,12
1711,26119,,Montmorency,Michigan,0
1712,26123,,Newaygo,Michigan,4
1713,26127,,Oceana,Michigan,4
1714,26129,,Ogemaw,Michigan,6
1715,26131,,Ontonagon,Michigan,0
1716,26133,,Osceola,Michigan,1
1717,26135,,Oscoda,Michigan,0
1718,26141,,Presque Isle,Michigan,2
1719,26143,,Roscommon,Michigan,3
1720,26149,,St. Joseph,Michigan,6
1721,26151,,Sanilac,Michigan,4
1722,26153,,Schoolcraft,Michigan,0
1723,26159,,Van Buren,Michigan,11
1724,26165,,Wexford,Michigan,1
1725,27001,,Aitkin,Minnesota,0
1726,27005,,Becker,Minnesota,0
1727,27007,,Beltrami,Minnesota,0
1728,27009,,Benton,Minnesota,34
1729,27011,,Big Stone,Minnesota,0
1730,27013,,Blue Earth,Minnesota,11
1731,27015,,Brown,Minnesota,0
1732,27017,,Carlton,Minnesota,16
1733,27019,,Carver,Minnesota,3
1734,27021,,Cass,Minnesota,0
1735,27023,,Chippewa,Minnesota,0
1736,27025,,Chisago,Minnesota,2
1737,27029,,Clearwater,Minnesota,0
1738,27031,,Cook,Minnesota,0
1739,27033,,Cottonwood,Minnesota,36
1740,27035,,Crow Wing,Minnesota,0
1741,27039,,Dodge,Minnesota,3
1742,27041,,Douglas,Minnesota,0
1743,27043,,Faribault,Minnesota,0
1744,27045,,Fillmore,Minnesota,0
1745,27047,,Freeborn,Minnesota,1
1746,27049,,Goodhue,Minnesota,0
1747,27051,,Grant,Minnesota,0
1748,27055,,Houston,Minnesota,0
1749,27057,,Hubbard,Minnesota,0
1750,27059,,Isanti,Minnesota,0
1751,27061,,Itasca,Minnesota,4
1752,27063,,Jackson,Minnesota,12
1753,27065,,Kanabec,Minnesota,0
1754,27069,,Kittson,Minnesota,0
1755,27071,,Koochiching,Minnesota,0
1756,27073,,Lac qui Parle,Minnesota,0
1757,27075,,Lake,Minnesota,0
1758,27077,,Lake of the Woods,Minnesota,0
1759,27079,,Le Sueur,Minnesota,2
1760,27081,,Lincoln,Minnesota,0
1761,27083,,Lyon,Minnesota,1
1762,27085,,McLeod,Minnesota,0
1763,27087,,Mahnomen,Minnesota,0
1764,27089,,Marshall,Minnesota,0
1765,27093,,Meeker,Minnesota,9
1766,27095,,Mille Lacs,Minnesota,0
1767,27097,,Morrison,Minnesota,28
1768,27099,,Mower,Minnesota,1
1769,27101,,Murray,Minnesota,10
1770,27103,,Nicollet,Minnesota,1
1771,27107,,Norman,Minnesota,3
1772,27111,,Otter Tail,Minnesota,2
1773,27113,,Pennington,Minnesota,0
1774,27117,,Pipestone,Minnesota,0
1775,27119,,Polk,Minnesota,10
1776,27121,,Pope,Minnesota,0
1777,27125,,Red Lake,Minnesota,0
1778,27127,,Redwood,Minnesota,0
1779,27129,,Renville,Minnesota,0
1780,27131,,Rice,Minnesota,5
1781,27133,,Rock,Minnesota,8
1782,27135,,Roseau,Minnesota,0
1783,27137,,St. Louis,Minnesota,15
1784,27139,,Scott,Minnesota,18
1785,27141,,Sherburne,Minnesota,5
1786,27143,,Sibley,Minnesota,0
1787,27147,,Steele,Minnesota,5
1788,27149,,Stevens,Minnesota,0
1789,27151,,Swift,Minnesota,0
1790,27153,,Todd,Minnesota,2
1791,27155,,Traverse,Minnesota,0
1792,27157,,Wabasha,Minnesota,0
1793,27159,,Wadena,Minnesota,0
1794,27161,,Waseca,Minnesota,0
1795,27165,,Watonwan,Minnesota,8
1796,27167,,Wilkin,Minnesota,2
1797,27169,,Winona,Minnesota,5
1798,27171,,Wright,Minnesota,11
1799,27173,,Yellow Medicine,Minnesota,0
1800,28003,,Alcorn,Mississippi,2
1801,28005,,Amite,Mississippi,7
1802,28009,,Benton,Mississippi,2
1803,28013,,Calhoun,Mississippi,4
1804,28017,,Chickasaw,Mississippi,16
1805,28019,,Choctaw,Mississippi,1
1806,28021,,Claiborne,Mississippi,7
1807,28023,,Clarke,Mississippi,17
1808,28025,,Clay,Mississippi,11
1809,28027,,Coahoma,Mississippi,9
1810,28031,,Covington,Mississippi,21
1811,28037,,Franklin,Mississippi,3
1812,28039,,George,Mississippi,2
1813,28041,,Greene,Mississippi,1
1814,28043,,Grenada,Mississippi,5
1815,28045,,Hancock,Mississippi,8
1816,28053,,Humphreys,Mississippi,8
1817,28055,,Issaquena,Mississippi,0
1818,28057,,Itawamba,Mississippi,30
1819,28061,,Jasper,Mississippi,14
1820,28063,,Jefferson,Mississippi,7
1821,28065,,Jefferson Davis,Mississippi,13
1822,28073,,Lamar,Mississippi,27
1823,28077,,Lawrence,Mississippi,21
1824,28081,,Lee,Mississippi,11
1825,28087,,Lowndes,Mississippi,15
1826,28091,,Marion,Mississippi,21
1827,28093,,Marshall,Mississippi,4
1828,28097,,Montgomery,Mississippi,7
1829,28105,,Oktibbeha,Mississippi,7
1830,28107,,Panola,Mississippi,6
1831,28111,,Perry,Mississippi,5
1832,28115,,Pontotoc,Mississippi,2
1833,28117,,Prentiss,Mississippi,6
1834,28119,,Quitman,Mississippi,0
1835,28125,,Sharkey,Mississippi,1
1836,28127,,Simpson,Mississippi,8
1837,28129,,Smith,Mississippi,26
1838,28131,,Stone,Mississippi,0
1839,28133,,Sunflower,Mississippi,3
1840,28135,,Tallahatchie,Mississippi,1
1841,28137,,Tate,Mississippi,7
1842,28139,,Tippah,Mississippi,4
1843,28141,,Tishomingo,Mississippi,1
1844,28143,,Tunica,Mississippi,3
1845,28145,,Union,Mississippi,3
1846,28147,,Walthall,Mississippi,6
1847,28151,,Washington,Mississippi,1
1848,28153,,Wayne,Mississippi,6
1849,28155,,Webster,Mississippi,2
1850,28157,,Wilkinson,Mississippi,4
1851,28159,,Winston,Mississippi,8
1852,28161,,Yalobusha,Mississippi,3
1853,29001,,Adair,Missouri,0
1854,29003,,Andrew,Missouri,0
1855,29005,,Atchison,Missouri,0
1856,29007,,Audrain,Missouri,0
1857,29009,,Barry,Missouri,1
1858,29011,,Barton,Missouri,0
1859,29013,,Bates,Missouri,0
1860,29015,,Benton,Missouri,2
1861,29017,,Bollinger,Missouri,0
1862,29019,,Boone,Missouri,3
1863,29023,,Butler,Missouri,0
1864,29025,,Caldwell,Missouri,0
1865,29027,,Callaway,Missouri,0
1866,29029,,Camden,Missouri,3
1867,29031,,Cape Girardeau,Missouri,10
1868,29033,,Carroll,Missouri,0
1869,29035,,Carter,Missouri,0
1870,29037,,Cass,Missouri,11
1871,29039,,Cedar,Missouri,0
1872,29041,,Chariton,Missouri,0
1873,29043,,Christian,Missouri,1
1874,29045,,Clark,Missouri,0
1875,29047,,Clay,Missouri,6
1876,29049,,Clinton,Missouri,0
1877,29051,,Cole,Missouri,7
1878,29053,,Cooper,Missouri,1
1879,29055,,Crawford,Missouri,1
1880,29057,,Dade,Missouri,0
1881,29059,,Dallas,Missouri,0
1882,29061,,Daviess,Missouri,0
1883,29063,,DeKalb,Missouri,0
1884,29065,,Dent,Missouri,0
1885,29067,,Douglas,Missouri,0
1886,29069,,Dunklin,Missouri,2
1887,29071,,Franklin,Missouri,13
1888,29073,,Gasconade,Missouri,0
1889,29075,,Gentry,Missouri,0
1890,29077,,Greene,Missouri,5
1891,29079,,Grundy,Missouri,0
1892,29081,,Harrison,Missouri,0
1893,29083,,Henry,Missouri,1
1894,29085,,Hickory,Missouri,0
1895,29087,,Holt,Missouri,0
1896,29089,,Howard,Missouri,0
1897,29091,,Howell,Missouri,0
1898,29093,,Iron,Missouri,0
1899,29097,,Jasper,Missouri,1
1900,29101,,Johnson,Missouri,2
1901,29103,,Knox,Missouri,0
1902,29105,,Laclede,Missouri,0
1903,29107,,Lafayette,Missouri,6
1904,29109,,Lawrence,Missouri,0
1905,29111,,Lewis,Missouri,0
1906,29113,,Lincoln,Missouri,15
1907,29115,,Linn,Missouri,0
1908,29117,,Livingston,Missouri,0
1909,29119,,McDonald,Missouri,0
1910,29121,,Macon,Missouri,0
1911,29123,,Madison,Missouri,0
1912,29125,,Maries,Missouri,0
1913,29127,,Marion,Missouri,0
1914,29129,,Mercer,Missouri,0
1915,29131,,Miller,Missouri,0
1916,29137,,Monroe,Missouri,0
1917,29139,,Montgomery,Missouri,0
1918,29141,,Morgan,Missouri,0
1919,29143,,New Madrid,Missouri,1
1920,29145,,Newton,Missouri,1
1921,29147,,Nodaway,Missouri,0
1922,29149,,Oregon,Missouri,0
1923,29151,,Osage,Missouri,0
1924,29153,,Ozark,Missouri,0
1925,29155,,Pemiscot,Missouri,11
1926,29157,,Perry,Missouri,5
1927,29159,,Pettis,Missouri,16
1928,29161,,Phelps,Missouri,0
1929,29163,,Pike,Missouri,4
1930,29165,,Platte,Missouri,3
1931,29167,,Polk,Missouri,0
1932,29169,,Pulaski,Missouri,2
1933,29171,,Putnam,Missouri,0
1934,29173,,Ralls,Missouri,0
1935,29175,,Randolph,Missouri,0
1936,29177,,Ray,Missouri,2
1937,29179,,Reynolds,Missouri,0
1938,29181,,Ripley,Missouri,1
1939,29185,,St. Clair,Missouri,0
1940,29186,,Ste. Genevieve,Missouri,0
1941,29187,,St. Francois,Missouri,3
1942,29197,,Schuyler,Missouri,0
1943,29199,,Scotland,Missouri,0
1944,29201,,Scott,Missouri,11
1945,29203,,Shannon,Missouri,0
1946,29205,,Shelby,Missouri,0
1947,29207,,Stoddard,Missouri,2
1948,29209,,Stone,Missouri,0
1949,29211,,Sullivan,Missouri,0
1950,29213,,Taney,Missouri,2
1951,29215,,Texas,Missouri,0
1952,29217,,Vernon,Missouri,0
1953,29219,,Warren,Missouri,1
1954,29221,,Washington,Missouri,1
1955,29223,,Wayne,Missouri,0
1956,29225,,Webster,Missouri,4
1957,29227,,Worth,Missouri,0
1958,29229,,Wright,Missouri,1
1959,30001,,Beaverhead,Montana,0
1960,30003,,Big Horn,Montana,0
1961,30005,,Blaine,Montana,0
1962,30007,,Broadwater,Montana,0
1963,30009,,Carbon,Montana,0
1964,30011,,Carter,Montana,0
1965,30013,,Cascade,Montana,1
1966,30015,,Chouteau,Montana,0
1967,30017,,Custer,Montana,0
1968,30019,,Daniels,Montana,0
1969,30021,,Dawson,Montana,0
1970,30023,,Deer Lodge,Montana,0
1971,30025,,Fallon,Montana,0
1972,30027,,Fergus,Montana,-1
1973,30029,,Flathead,Montana,0
1974,30033,,Garfield,Montana,0
1975,30035,,Glacier,Montana,1
1976,30037,,Golden Valley,Montana,0
1977,30039,,Granite,Montana,0
1978,30041,,Hill,Montana,0
1979,30043,,Jefferson,Montana,0
1980,30045,,Judith Basin,Montana,0
1981,30047,,Lake,Montana,0
1982,30049,,Lewis and Clark,Montana,1
1983,30051,,Liberty,Montana,0
1984,30053,,Lincoln,Montana,0
1985,30055,,McCone,Montana,0
1986,30057,,Madison,Montana,0
1987,30059,,Meagher,Montana,0
1988,30061,,Mineral,Montana,0
1989,30063,,Missoula,Montana,0
1990,30065,,Musselshell,Montana,0
1991,30067,,Park,Montana,0
1992,30069,,Petroleum,Montana,0
1993,30071,,Phillips,Montana,0
1994,30073,,Pondera,Montana,0
1995,30075,,Powder River,Montana,0
1996,30077,,Powell,Montana,0
1997,30079,,Prairie,Montana,0
1998,30081,,Ravalli,Montana,0
1999,30083,,Richland,Montana,0
2000,30085,,Roosevelt,Montana,1
2001,30087,,Rosebud,Montana,0
2002,30089,,Sanders,Montana,0
2003,30091,,Sheridan,Montana,0
2004,30093,,Silver Bow,Montana,0
2005,30095,,Stillwater,Montana,0
2006,30097,,Sweet Grass,Montana,0
2007,30099,,Teton,Montana,0
2008,30101,,Toole,Montana,1
2009,30103,,Treasure,Montana,0
2010,30105,,Valley,Montana,0
2011,30107,,Wheatland,Montana,0
2012,30109,,Wibaux,Montana,0
2013,30111,,Yellowstone,Montana,3
2014,31003,,Antelope,Nebraska,0
2015,31005,,Arthur,Nebraska,0
2016,31007,,Banner,Nebraska,0
2017,31009,,Blaine,Nebraska,0
2018,31011,,Boone,Nebraska,0
2019,31013,,Box Butte,Nebraska,0
2020,31015,,Boyd,Nebraska,0
2021,31017,,Brown,Nebraska,0
2022,31021,,Burt,Nebraska,0
2023,31023,,Butler,Nebraska,2
2024,31025,,Cass,Nebraska,0
2025,31027,,Cedar,Nebraska,0
2026,31029,,Chase,Nebraska,0
2027,31031,,Cherry,Nebraska,0
2028,31033,,Cheyenne,Nebraska,1
2029,31035,,Clay,Nebraska,4
2030,31039,,Cuming,Nebraska,6
2031,31041,,Custer,Nebraska,1
2032,31045,,Dawes,Nebraska,-1
2033,31049,,Deuel,Nebraska,0
2034,31051,,Dixon,Nebraska,12
2035,31053,,Dodge,Nebraska,17
2036,31057,,Dundy,Nebraska,0
2037,31059,,Fillmore,Nebraska,0
2038,31061,,Franklin,Nebraska,1
2039,31063,,Frontier,Nebraska,-1
2040,31065,,Furnas,Nebraska,0
2041,31067,,Gage,Nebraska,8
2042,31069,,Garden,Nebraska,0
2043,31071,,Garfield,Nebraska,0
2044,31073,,Gosper,Nebraska,1
2045,31075,,Grant,Nebraska,0
2046,31077,,Greeley,Nebraska,2
2047,31081,,Hamilton,Nebraska,9
2048,31083,,Harlan,Nebraska,0
2049,31085,,Hayes,Nebraska,0
2050,31087,,Hitchcock,Nebraska,-1
2051,31089,,Holt,Nebraska,0
2052,31091,,Hooker,Nebraska,0
2053,31093,,Howard,Nebraska,4
2054,31095,,Jefferson,Nebraska,0
2055,31097,,Johnson,Nebraska,1
2056,31099,,Kearney,Nebraska,0
2057,31101,,Keith,Nebraska,0
2058,31103,,Keya Paha,Nebraska,0
2059,31105,,Kimball,Nebraska,0
2060,31107,,Knox,Nebraska,0
2061,31111,,Lincoln,Nebraska,9
2062,31113,,Logan,Nebraska,0
2063,31115,,Loup,Nebraska,0
2064,31117,,McPherson,Nebraska,0
2065,31121,,Merrick,Nebraska,3
2066,31123,,Morrill,Nebraska,0
2067,31125,,Nance,Nebraska,0
2068,31127,,Nemaha,Nebraska,0
2069,31129,,Nuckolls,Nebraska,0
2070,31131,,Otoe,Nebraska,0
2071,31133,,Pawnee,Nebraska,0
2072,31135,,Perkins,Nebraska,0
2073,31137,,Phelps,Nebraska,6
2074,31139,,Pierce,Nebraska,0
2075,31143,,Polk,Nebraska,9
2076,31145,,Red Willow,Nebraska,1
2077,31147,,Richardson,Nebraska,0
2078,31149,,Rock,Nebraska,0
2079,31155,,Saunders,Nebraska,1
2080,31157,,Scotts Bluff,Nebraska,5
2081,31159,,Seward,Nebraska,2
2082,31161,,Sheridan,Nebraska,0
2083,31163,,Sherman,Nebraska,0
2084,31165,,Sioux,Nebraska,0
2085,31167,,Stanton,Nebraska,1
2086,31169,,Thayer,Nebraska,0
2087,31171,,Thomas,Nebraska,0
2088,31173,,Thurston,Nebraska,6
2089,31175,,Valley,Nebraska,0
2090,31177,,Washington,Nebraska,1
2091,31179,,Wayne,Nebraska,0
2092,31181,,Webster,Nebraska,1
2093,31183,,Wheeler,Nebraska,0
2094,31185,,York,Nebraska,3
2095,32001,,Churchill,Nevada,0
2096,32005,,Douglas,Nevada,3
2097,32007,,Elko,Nevada,2
2098,32009,,Esmeralda,Nevada,0
2099,32011,,Eureka,Nevada,0
2100,32013,,Humboldt,Nevada,5
2101,32015,,Lander,Nevada,0
2102,32017,,Lincoln,Nevada,0
2103,32019,,Lyon,Nevada,8
2104,32021,,Mineral,Nevada,2
2105,32023,,Nye,Nevada,8
2106,32027,,Pershing,Nevada,0
2107,32029,,Storey,Nevada,0
2108,32033,,White Pine,Nevada,0
2109,32510,,Carson City,Nevada,12
2110,33001,,Belknap,New Hampshire,6
2111,33003,,Carroll,New Hampshire,0
2112,33005,,Cheshire,New Hampshire,4
2113,33007,,Coos,New Hampshire,0
2114,33009,,Grafton,New Hampshire,3
2115,33019,,Sullivan,New Hampshire,2
2116,35003,,Catron,New Mexico,0
2117,35005,,Chaves,New Mexico,0
2118,35006,,Cibola,New Mexico,14
2119,35007,,Colfax,New Mexico,0
2120,35009,,Curry,New Mexico,6
2121,35011,,De Baca,New Mexico,0
2122,35015,,Eddy,New Mexico,2
2123,35017,,Grant,New Mexico,0
2124,35019,,Guadalupe,New Mexico,5
2125,35021,,Harding,New Mexico,0
2126,35023,,Hidalgo,New Mexico,0
2127,35025,,Lea,New Mexico,0
2128,35027,,Lincoln,New Mexico,0
2129,35028,,Los Alamos,New Mexico,0
2130,35029,,Luna,New Mexico,1
2131,35033,,Mora,New Mexico,0
2132,35035,,Otero,New Mexico,0
2133,35037,,Quay,New Mexico,0
2134,35039,,Rio Arriba,New Mexico,3
2135,35041,,Roosevelt,New Mexico,4
2136,35047,,San Miguel,New Mexico,0
2137,35049,,Santa Fe,New Mexico,8
2138,35051,,Sierra,New Mexico,0
2139,35053,,Socorro,New Mexico,7
2140,35055,,Taos,New Mexico,3
2141,35057,,Torrance,New Mexico,2
2142,35059,,Union,New Mexico,0
2143,35061,,Valencia,New Mexico,9
2144,36003,,Allegany,New York,6
2145,36005,,Bronx,New York,0
2146,36009,,Cattaraugus,New York,9
2147,36011,,Cayuga,New York,9
2148,36013,,Chautauqua,New York,5
2149,36017,,Chenango,New York,12
2150,36019,,Clinton,New York,4
2151,36023,,Cortland,New York,3
2152,36025,,Delaware,New York,5
2153,36031,,Essex,New York,6
2154,36033,,Franklin,New York,1
2155,36041,,Hamilton,New York,0
2156,36043,,Herkimer,New York,4
2157,36047,,Kings,New York,0
2158,36049,,Lewis,New York,1
2159,36053,,Madison,New York,15
2160,36057,,Montgomery,New York,11
2161,36069,,Ontario,New York,14
2162,36075,,Oswego,New York,10
2163,36077,,Otsego,New York,13
2164,36081,,Queens,New York,0
2165,36085,,Richmond,New York,0
2166,36095,,Schoharie,New York,9
2167,36097,,Schuyler,New York,0
2168,36099,,Seneca,New York,9
2169,36109,,Tompkins,New York,5
2170,36117,,Wayne,New York,13
2171,36121,,Wyoming,New York,14
2172,36123,,Yates,New York,6
2173,37003,,Alexander,North Carolina,0
2174,37005,,Alleghany,North Carolina,1
2175,37007,,Anson,North Carolina,6
2176,37009,,Ashe,North Carolina,1
2177,37011,,Avery,North Carolina,0
2178,37013,,Beaufort,North Carolina,5
2179,37015,,Bertie,North Carolina,10
2180,37017,,Bladen,North Carolina,38
2181,37019,,Brunswick,North Carolina,6
2182,37027,,Caldwell,North Carolina,7
2183,37029,,Camden,North Carolina,0
2184,37031,,Carteret,North Carolina,5
2185,37033,,Caswell,North Carolina,8
2186,37035,,Catawba,North Carolina,8
2187,37039,,Cherokee,North Carolina,1
2188,37041,,Chowan,North Carolina,1
2189,37043,,Clay,North Carolina,0
2190,37045,,Cleveland,North Carolina,0
2191,37049,,Craven,North Carolina,3
2192,37053,,Currituck,North Carolina,0
2193,37055,,Dare,North Carolina,2
2194,37059,,Davie,North Carolina,5
2195,37073,,Gates,North Carolina,1
2196,37075,,Graham,North Carolina,0
2197,37079,,Greene,North Carolina,3
2198,37083,,Halifax,North Carolina,18
2199,37087,,Haywood,North Carolina,5
2200,37091,,Hertford,North Carolina,19
2201,37095,,Hyde,North Carolina,0
2202,37097,,Iredell,North Carolina,18
2203,37099,,Jackson,North Carolina,16
2204,37103,,Jones,North Carolina,3
2205,37109,,Lincoln,North Carolina,5
2206,37111,,McDowell,North Carolina,5
2207,37113,,Macon,North Carolina,0
2208,37115,,Madison,North Carolina,0
2209,37117,,Martin,North Carolina,4
2210,37121,,Mitchell,North Carolina,0
2211,37123,,Montgomery,North Carolina,19
2212,37127,,Nash,North Carolina,4
2213,37129,,New Hanover,North Carolina,3
2214,37131,,Northampton,North Carolina,12
2215,37133,,Onslow,North Carolina,5
2216,37137,,Pamlico,North Carolina,1
2217,37139,,Pasquotank,North Carolina,7
2218,37141,,Pender,North Carolina,3
2219,37143,,Perquimans,North Carolina,0
2220,37145,,Person,North Carolina,3
2221,37147,,Pitt,North Carolina,22
2222,37149,,Polk,North Carolina,14
2223,37153,,Richmond,North Carolina,14
2224,37157,,Rockingham,North Carolina,5
2225,37165,,Scotland,North Carolina,6
2226,37167,,Stanly,North Carolina,6
2227,37169,,Stokes,North Carolina,0
2228,37171,,Surry,North Carolina,0
2229,37173,,Swain,North Carolina,0
2230,37175,,Transylvania,North Carolina,0
2231,37177,,Tyrrell,North Carolina,0
2232,37185,,Warren,North Carolina,12
2233,37187,,Washington,North Carolina,1
2234,37189,,Watauga,North Carolina,0
2235,37193,,Wilkes,North Carolina,27
2236,37197,,Yadkin,North Carolina,3
2237,37199,,Yancey,North Carolina,0
2238,38001,,Adams,North Dakota,0
2239,38003,,Barnes,North Dakota,0
2240,38005,,Benson,North Dakota,0
2241,38007,,Billings,North Dakota,0
2242,38009,,Bottineau,North Dakota,0
2243,38011,,Bowman,North Dakota,0
2244,38013,,Burke,North Dakota,0
2245,38015,,Burleigh,North Dakota,14
2246,38019,,Cavalier,North Dakota,0
2247,38021,,Dickey,North Dakota,0
2248,38023,,Divide,North Dakota,0
2249,38025,,Dunn,North Dakota,2
2250,38027,,Eddy,North Dakota,0
2251,38029,,Emmons,North Dakota,0
2252,38031,,Foster,North Dakota,0
2253,38033,,Golden Valley,North Dakota,0
2254,38037,,Grant,North Dakota,0
2255,38039,,Griggs,North Dakota,0
2256,38041,,Hettinger,North Dakota,0
2257,38043,,Kidder,North Dakota,0
2258,38045,,LaMoure,North Dakota,0
2259,38047,,Logan,North Dakota,0
2260,38049,,McHenry,North Dakota,0
2261,38051,,McIntosh,North Dakota,0
2262,38053,,McKenzie,North Dakota,3
2263,38055,,McLean,North Dakota,0
2264,38057,,Mercer,North Dakota,0
2265,38059,,Morton,North Dakota,3
2266,38061,,Mountrail,North Dakota,5
2267,38063,,Nelson,North Dakota,0
2268,38065,,Oliver,North Dakota,0
2269,38067,,Pembina,North Dakota,2
2270,38069,,Pierce,North Dakota,0
2271,38071,,Ramsey,North Dakota,0
2272,38073,,Ransom,North Dakota,0
2273,38075,,Renville,North Dakota,0
2274,38077,,Richland,North Dakota,1
2275,38079,,Rolette,North Dakota,0
2276,38081,,Sargent,North Dakota,0
2277,38083,,Sheridan,North Dakota,0
2278,38085,,Sioux,North Dakota,0
2279,38087,,Slope,North Dakota,0
2280,38089,,Stark,North Dakota,13
2281,38091,,Steele,North Dakota,0
2282,38093,,Stutsman,North Dakota,2
2283,38095,,Towner,North Dakota,0
2284,38097,,Traill,North Dakota,0
2285,38099,,Walsh,North Dakota,1
2286,38101,,Ward,North Dakota,0
2287,38103,,Wells,North Dakota,0
2288,38105,,Williams,North Dakota,1
2289,39001,,Adams,Ohio,0
2290,39005,,Ashland,Ohio,1
2291,39009,,Athens,Ohio,0
2292,39011,,Auglaize,Ohio,7
2293,39015,,Brown,Ohio,0
2294,39019,,Carroll,Ohio,4
2295,39021,,Champaign,Ohio,3
2296,39025,,Clermont,Ohio,22
2297,39027,,Clinton,Ohio,3
2298,39031,,Coshocton,Ohio,1
2299,39033,,Crawford,Ohio,9
2300,39037,,Darke,Ohio,13
2301,39039,,Defiance,Ohio,4
2302,39041,,Delaware,Ohio,30
2303,39043,,Erie,Ohio,17
2304,39047,,Fayette,Ohio,2
2305,39051,,Fulton,Ohio,5
2306,39053,,Gallia,Ohio,0
2307,39057,,Greene,Ohio,7
2308,39059,,Guernsey,Ohio,2
2309,39063,,Hancock,Ohio,6
2310,39065,,Hardin,Ohio,6
2311,39067,,Harrison,Ohio,1
2312,39069,,Henry,Ohio,1
2313,39071,,Highland,Ohio,2
2314,39073,,Hocking,Ohio,9
2315,39075,,Holmes,Ohio,1
2316,39077,,Huron,Ohio,6
2317,39079,,Jackson,Ohio,0
2318,39081,,Jefferson,Ohio,9
2319,39083,,Knox,Ohio,2
2320,39087,,Lawrence,Ohio,2
2321,39091,,Logan,Ohio,3
2322,39097,,Madison,Ohio,18
2323,39103,,Medina,Ohio,18
2324,39105,,Meigs,Ohio,0
2325,39107,,Mercer,Ohio,4
2326,39111,,Monroe,Ohio,0
2327,39115,,Morgan,Ohio,0
2328,39117,,Morrow,Ohio,16
2329,39119,,Muskingum,Ohio,2
2330,39121,,Noble,Ohio,0
2331,39123,,Ottawa,Ohio,3
2332,39125,,Paulding,Ohio,1
2333,39127,,Perry,Ohio,1
2334,39131,,Pike,Ohio,0
2335,39135,,Preble,Ohio,3
2336,39139,,Richland,Ohio,15
2337,39141,,Ross,Ohio,9
2338,39143,,Sandusky,Ohio,7
2339,39145,,Scioto,Ohio,2
2340,39147,,Seneca,Ohio,2
2341,39149,,Shelby,Ohio,0
2342,39159,,Union,Ohio,4
2343,39161,,Van Wert,Ohio,0
2344,39163,,Vinton,Ohio,-5
2345,39171,,Williams,Ohio,8
2346,39175,,Wyandot,Ohio,3
2347,40001,,Adair,Oklahoma,14
2348,40003,,Alfalfa,Oklahoma,0
2349,40005,,Atoka,Oklahoma,0
2350,40007,,Beaver,Oklahoma,9
2351,40009,,Beckham,Oklahoma,1
2352,40011,,Blaine,Oklahoma,0
2353,40013,,Bryan,Oklahoma,1
2354,40015,,Caddo,Oklahoma,14
2355,40017,,Canadian,Oklahoma,17
2356,40019,,Carter,Oklahoma,0
2357,40021,,Cherokee,Oklahoma,0
2358,40023,,Choctaw,Oklahoma,0
2359,40025,,Cimarron,Oklahoma,0
2360,40029,,Coal,Oklahoma,0
2361,40031,,Comanche,Oklahoma,6
2362,40033,,Cotton,Oklahoma,0
2363,40035,,Craig,Oklahoma,2
2364,40037,,Creek,Oklahoma,6
2365,40039,,Custer,Oklahoma,1
2366,40041,,Delaware,Oklahoma,0
2367,40043,,Dewey,Oklahoma,0
2368,40045,,Ellis,Oklahoma,0
2369,40047,,Garfield,Oklahoma,6
2370,40049,,Garvin,Oklahoma,1
2371,40051,,Grady,Oklahoma,9
2372,40053,,Grant,Oklahoma,0
2373,40057,,Harmon,Oklahoma,0
2374,40059,,Harper,Oklahoma,0
2375,40061,,Haskell,Oklahoma,0
2376,40063,,Hughes,Oklahoma,0
2377,40065,,Jackson,Oklahoma,2
2378,40067,,Jefferson,Oklahoma,0
2379,40069,,Johnston,Oklahoma,0
2380,40071,,Kay,Oklahoma,0
2381,40073,,Kingfisher,Oklahoma,1
2382,40075,,Kiowa,Oklahoma,0
2383,40077,,Latimer,Oklahoma,0
